code;name;city;state;type;uf_code
SNUF;Alfa Airport Posse;Santo Antônio de Posse;São Paulo;Privado;35
SBOZ;Fazenda Arizona;Cáceres;Mato Grosso;Privado;51
SWIE;Fazenda Planalto das Emas;Jaborandi;Bahia;Privado;29
SICY;Fazenda Apucarana;Marabá;Pará;Privado;15
SSJQ;Fazenda Floresta;Ribeirão Cascalheira;Mato Grosso;Privado;51
SIWS;Fazenda Santa Fé;Cáceres;Mato Grosso;Privado;51
SWMZ;Aeroporto Agroer Aviação;Rondonópolis;Mato Grosso;Privado;51
SJWA;Aerovaço;Bom Jesus do Galho;Minas Gerais;Privado;31
SDIB;Irmãos  Ribeiro;Espírito Santo do Pinhal;São Paulo;Privado;35
SJCU;SJ Agropecuária;Correntina;Bahia;Privado;29
SWAQ;Érico;Amajari;Roraima;Privado;14
SIXO;Fazenda Nossa Senhora de Fátima;Comodoro;Mato Grosso;Privado;51
SSSM;Matheus Lopes Maia da Silva;Itamarati;Amazonas;Privado;13
SDLU;Fazenda Santa Luíza;Barra Bonita;São Paulo;Privado;35
SJYD;Fazenda Kajussol;Santa Luzia D'Oeste;Rondônia;Privado;11
SDYI;Fazenda Buritiz;São Gonçalo do Abaeté;Minas Gerais;Privado;31
SNOM;Fazenda Guaporeí;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SIWK;Pista Aldeia Moykarako;São Félix do Xingu;Pará;Privado;15
SNUW;Fazenda Morada Bela;Morada Nova de Minas;Minas Gerais;Privado;31
SIAC;Fazenda Paineira;São Sebastião da Bela Vista;Minas Gerais;Privado;31
SJHH;Fazenda Poruína;Serranópolis;Goiás;Privado;52
SIRX;Fazenda Santo Reis;Lambari D'Oeste;Mato Grosso;Privado;51
SIPO;Sebastião José Pereira;Condeúba;Bahia;Privado;29
SSFZ;Fazenda Carolina;Buritis;Minas Gerais;Privado;31
SNHX;Fazenda Central;Aquidauana;Mato Grosso do Sul;Privado;50
SWIB;Fazenda Santa Laura;Nova Santa Helena;Mato Grosso;Privado;51
SNZL;Usina São Luiz;Ourinhos;São Paulo;Privado;35
SIQH;Estância Ayrton Senna;Caarapó;Mato Grosso do Sul;Privado;50
SDWE;Palmeiras;Corumbá;Mato Grosso do Sul;Privado;50
SSWG;Fazenda Galiléia;Baixa Grande do Ribeiro;Piauí;Privado;22
SWEM;Emal - Empresa de Mineração Aripuanã Ltda;Primavera do Leste;Mato Grosso;Privado;51
SWOC;Fazenda São Bento do Bocajah;Caracol;Mato Grosso do Sul;Privado;50
SWYH;Fazenda Aliança;Araputanga;Mato Grosso;Privado;51
SJNA;Fazenda Nova Aliança;Glicério;São Paulo;Privado;35
SJAZ;Fazenda Querubim;São Desidério;Bahia;Privado;29
SJVP;Vila Pitinga;Presidente Figueiredo;Amazonas;Privado;13
SWDI;Aeroagrícola Solo;Paranapanema;São Paulo;Privado;35
SWBO;Fazenda Perobal;Corumbiara;Rondônia;Privado;11
SBQA;FAZENDA FLORESTA;Nazário;Goiás;Privado;52
SNNF;Fazenda Nossa Senhora de Fátima;Jaraguari;Mato Grosso do Sul;Privado;50
SDXB;Piracuruca;Piracuruca;Piauí;Privado;22
SJHQ;Fazenda São José das Reunidas;São José do Xingu;Mato Grosso;Privado;51
SNKS;Santa Rita de Cássia;Santa Rita de Cássia;Bahia;Privado;29
SICU;Ouro Branco;Paracatu;Minas Gerais;Privado;31
SJBW;Berger Vile;;;Privado;
SJTG;Fazenda Matão;Porto Murtinho;Mato Grosso do Sul;Privado;50
SNJV;Fazenda Santa Mônica;São João da Ponte;Minas Gerais;Privado;31
SJEN;Pista Plá e Silva;Santa Vitória do Palmar;Rio Grande do Sul;Privado;43
SJHO;Fazenda Colorado;Diamantino;Mato Grosso;Privado;51
SWNF;Franciscus;Divinópolis do Tocantins;Tocantins;Privado;17
SJYZ;Fazenda Gaúcha;Campo Novo do Parecis;Mato Grosso;Privado;51
SWCE;Fazenda Centúria Austrália;Formosa do Rio Preto;Bahia;Privado;29
SSKD;Fazenda Cristal 2;Nova Crixás;Goiás;Privado;52
SIMF;Fazenda Imperial;Sebastião Leal;Piauí;Privado;22
SSKE;Luís Antônio Fontenele - Cocal da Estação;Cocal;Piauí;Privado;22
SDNA;Fazenda Vale Verde;Comendador Gomes;Minas Gerais;Privado;31
SSGO;Rosada;São Gabriel do Oeste;Mato Grosso do Sul;Privado;50
SSXA;Asas do MS;Fátima do Sul;Mato Grosso do Sul;Privado;50
SSZQ;Fazenda Panorama;Bela Vista;Mato Grosso do Sul;Privado;50
SWSL;SOLAG - Sol e Lua Aviação Agrícola;Lucas do Rio Verde;Mato Grosso;Privado;51
SSOJ;Fazenda Estrela;Inocência;Mato Grosso do Sul;Privado;50
SJCA;Comandante Vittório Bonomi;Mococa;São Paulo;Privado;35
SISM;Sérgio Miranda;Macapá;Amapá;Privado;16
SWXN;Fazenda Bom Jardim;Montividiu;Goiás;Privado;52
SDMV;Fazenda Morro Vermelho;Jaú;São Paulo;Privado;35
SJJX;Porto Conceição;Porto Murtinho;Mato Grosso do Sul;Privado;50
SDWO;SAUBA;Amajari;Roraima;Privado;14
SDHP;Modelo II;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SWGF;Fazenda Fortaleza;Novo Aripuanã;Amazonas;Privado;13
SWOA;Arnapar;Goianira;Goiás;Privado;52
SJFJ;Fazenda Jaraguá;Terenos;Mato Grosso do Sul;Privado;50
SDLD;Fazenda Barra Grande;Confresa;Mato Grosso;Privado;51
SWHD;Fazenda Ipuitã;Naviraí;Mato Grosso do Sul;Privado;50
SJRT;Aero Agrícola Rio Claro;São José do Rio Claro;Mato Grosso;Privado;51
SNFQ;Fazenda Bandeirantes;Nova Marilândia;Mato Grosso;Privado;51
SICM;Fazenda Nossa Senhora de Fátima;Brasilândia;Mato Grosso do Sul;Privado;50
SNWD;Fazenda Guavirá;Iguatemi;Mato Grosso do Sul;Privado;50
SNHJ;Usina de José Bonifácio;José Bonifácio;São Paulo;Privado;35
SSNN;Fazenda Nova Fartura;Planalto da Serra;Mato Grosso;Privado;51
SWRH;Fazenda Aurora;São Desidério;Bahia;Privado;29
SISG;Aeroclube de Sergipe;Aracaju;Sergipe;Privado;28
SJCH;Fernando João Pereira dos Santos Filho;Brejo da Madre de Deus;Pernambuco;Privado;26
SSUL;Ultraleve Clube de Curitiba;São José dos Pinhais;Paraná;Privado;41
SSYN;Fazenda Guarani;Nova Andradina;Mato Grosso do Sul;Privado;50
SNTA;Fazenda São Miguel;Pompéia;São Paulo;Privado;35
SWDC;Fazenda do Coronel;Coração de Maria;Bahia;Privado;29
SWHR;Estância Rio Paraná;Presidente Epitácio;São Paulo;Privado;35
SWNT;Fazenda Aracagi;Peixoto de Azevedo;Mato Grosso;Privado;51
SWNP;Fazenda Diamante - Jufap;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50
SNUP;Usina Porto Rico;Campo Alegre;Alagoas;Privado;27
SIRA;FAZENDA IRACEMA;Cáceres;Mato Grosso;Privado;51
SNHW;Fazenda Agro-Maratá;Santa Luzia;Maranhão;Privado;21
SIEM;Fazenda Encantado;Sapezal;Mato Grosso;Privado;51
SJXV;Fazenda Bela Vista;Amambai;Mato Grosso do Sul;Privado;50
SJVX;Pagrisa;Ulianópolis;Pará;Privado;15
SJKI;Hangar Comandante Salomão Alcolumbre;Macapá;Amapá;Privado;16
SIWR;Fazenda Amazonas;Nova Crixás;Goiás;Privado;52
SWEF;Fazenda Europa;Cocalinho;Mato Grosso;Privado;51
SBOJ;Crepurizão;Itaituba;Pará;Privado;15
SDCW;Fazenda Paloma;Colômbia;São Paulo;Privado;35
SIZO;Calcário Vale do Araguaia;Cocalinho;Mato Grosso;Privado;51
SSIC;APLIC Aviação Agrícola LTDA;Dourados;Mato Grosso do Sul;Privado;50
SDWI;Fazenda Lagoa do Cavalo;Gravatá;Pernambuco;Privado;26
SNSP;Fazenda Tropical;Baixa Grande do Ribeiro;Piauí;Privado;22
SJGF;Fazenda Irmãos Garcia;Campo Novo do Parecis;Mato Grosso;Privado;51
SDPX;Nova Vitória;Pacaraima;Roraima;Privado;14
SIJQ;A2 Aviação Agrícola Ltda;Alta Floresta;Mato Grosso;Privado;51
SDXS;Aero Agrícola Boa Safra B1B2;Juara;Mato Grosso;Privado;51
SWSA;Fazenda Santa Maria;Arapongas;Paraná;Privado;41
SNWI;Fazenda São João do Guaporé;Nova Lacerda;Mato Grosso;Privado;51
SSTK;Fazenda Albatroz II;Luís Eduardo Magalhães;Bahia;Privado;29
SNIK;Kapoto;Peixoto de Azevedo;Mato Grosso;Privado;51
SIDK;Fazenda Boqueirão de Cedro;Arraias;Tocantins;Privado;17
SWLF;Filial Campo Florido;Campo Florido;Minas Gerais;Privado;31
SNIV;Fazenda Jumari;Ipiaçu;Minas Gerais;Privado;31
SIHA;Agropecuária São Bernardo;São Miguel das Missões;Rio Grande do Sul;Privado;43
SICP;Fazenda São Pedro;Unaí;Minas Gerais;Privado;31
SWNU;Fazenda Maringá;Ipixuna do Pará;Pará;Privado;15
SJME;Mato Grosso;Pacaraima;Roraima;Privado;14
SNXZ;Fazenda Nazaré;Santa Filomena;Piauí;Privado;22
SJLD;Fazenda Porto do Campo;Lambari D'Oeste;Mato Grosso;Privado;51
SSFD;Fazenda Acarajá;Amambai;Mato Grosso do Sul;Privado;50
SWSM;Sulina Sementes;Diamantino;Mato Grosso;Privado;51
SJNQ;Destilaria Medasa;Caravelas;Bahia;Privado;29
SWXG;Fazenda Cachoeirinha;Caiapônia;Goiás;Privado;52
SJPX;Fazenda Cidade Verde;Poxoréu;Mato Grosso;Privado;51
SIWU;Fazenda São Sebastião;Aquidauana;Mato Grosso do Sul;Privado;50
SNNN;Fazenda Buriti II;Arinos;Minas Gerais;Privado;31
SIQQ;José Bernardo;São Francisco de Itabapoana;Rio de Janeiro;Privado;33
SNJU;Nossa Senhora Da Penha;São José do Xingu;Mato Grosso;Privado;51
SDMG;HAXIU;Alto Alegre;Roraima;Privado;14
SWLZ;Fazenda São Luiz;Paracatu;Minas Gerais;Privado;31
SDYX;Campo Maior;Campo Maior;Piauí;Privado;22
SITH;Fazenda Vitória;Luís Eduardo Magalhães;Bahia;Privado;29
SNNK;Fazenda Santa Bernadette da Volta Grande;Campo Grande;Mato Grosso do Sul;Privado;50
SSRW;Fazenda J Campos;Porangaba;São Paulo;Privado;35
SDRC;Fazenda Santana;Rancharia;São Paulo;Privado;35
SDOE;Fazenda Sibéria;Grajaú;Maranhão;Privado;21
SJEA;Cadete 56 - 147 Santana;Palmeirópolis;Tocantins;Privado;17
SSPJ;Pousada Juruena;Nova Bandeirantes;Mato Grosso;Privado;51
SDFE;Fazenda Pertinho do Céu;Guiratinga;Mato Grosso;Privado;51
SIFX;Fazenda  Patropi;São Félix do Xingu;Pará;Privado;15
SWLL;Fazenda Liberdade;Correntina;Bahia;Privado;29
SIEW;Areia Branca;Novo Aripuanã;Amazonas;Privado;13
SWHF;Fazenda Chaparral;Correntina;Bahia;Privado;29
SJZF;Fazenda Campo Triste;Três Lagoas;Mato Grosso do Sul;Privado;50
SINT;Fazenda Santa Adélia;Santa Isabel;Goiás;Privado;52
SSDI;Fazenda Bacatuba;Buriti Bravo;Maranhão;Privado;21
SIGS;Fazenda São Francisco;Mundo Novo;Goiás;Privado;52
SJIZ;Fazenda Cafenápolis;Eunápolis;Bahia;Privado;29
SDBP;Fazenda Pontal;Santa Fé de Goiás;Goiás;Privado;52
SWTU;Fazenda Tucunaré;Sapezal;Mato Grosso;Privado;51
SSWF;Fazenda Cachoeirinha;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SNJF;Rural Verde;Sítio do Mato;Bahia;Privado;29
SDQQ;Cia. Agrícola Quatá;Quatá;São Paulo;Privado;35
SDEM;Estância Machado;Álvares Machado;São Paulo;Privado;35
SNUZ;Usina Coruripe;Coruripe;Alagoas;Privado;27
SJEJ;Fazenda Estrela;Alto Alegre;Roraima;Privado;14
SWYW;Fazenda Adriana;Alto Garças;Mato Grosso;Privado;51
SIWY;Fazenda Campo Augusta;Corumbá;Mato Grosso do Sul;Privado;50
SSBX;Fazenda Lageado;Coxim;Mato Grosso do Sul;Privado;50
SWAN;Fazenda Jamaica;Pompéia;São Paulo;Privado;35
SDJG;Fazenda São João do Pirajá;Currais;Piauí;Privado;22
SJMN;Raposa;Normandia;Roraima;Privado;14
SNVN;Fazenda Vitória Santa;Santa Vitória;Minas Gerais;Privado;31
SNTD;Fazenda Mamoneira;Natalândia;Minas Gerais;Privado;31
SSTJ;Walter Ewaldo Siegel;Trombudo Central;Santa Catarina;Privado;42
SSVA;Fazenda Visa Estância;Ladário;Mato Grosso do Sul;Privado;50
SIOL;Fazenda Rio Bonito;Paraíso das Águas;Mato Grosso do Sul;Privado;50
SIQD;Fazenda Estância Regina;Terenos;Mato Grosso do Sul;Privado;50
SWRT;Fazenda Santa Rita;Santa Rita do Araguaia;Goiás;Privado;52
SJJD;Fazenda Cerro Porã;Porto Murtinho;Mato Grosso do Sul;Privado;50
SWTC;Fazenda Beatriz;Brasilândia;Mato Grosso do Sul;Privado;50
SJVD;Fazenda Santo André IV;Paranatinga;Mato Grosso;Privado;51
SJRY;Fazenda Rio Mutuca;Juara;Mato Grosso;Privado;51
SJPO;Xingó;Piranhas;Alagoas;Privado;27
SWJM;Fazenda Bom Jesus;Novo Alegre;Tocantins;Privado;17
SSDU;Fazenda Duas Lagoas;Cáceres;Mato Grosso;Privado;51
SIQO;Fazenda Santa Glória;Corumbá;Mato Grosso do Sul;Privado;50
SJKN;Caracanã;Uiramutã;Roraima;Privado;14
SDJN;Fazenda São Luiz;Jardinópolis;São Paulo;Privado;35
SDMW;Fazenda Karajá;Nova Crixás;Goiás;Privado;52
SWWR;Fazenda Roseira;São Raimundo das Mangabeiras;Maranhão;Privado;21
SWBZ;Projeto Brasil I;Santa Rita de Cássia;Bahia;Privado;29
SWTZ;Fazenda Santo Antônio - Zampieri;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SSSU;Fazenda Sucuri;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SWLY;Chácara MCL;Andradina;São Paulo;Privado;35
SDJL;Jales;Jales;São Paulo;Privado;35
SWXW;Fazenda Montani Bahia;São Desidério;Bahia;Privado;29
SNZT;Fazenda Recreio;Paragominas;Pará;Privado;15
SWPE;Fazenda Lagoa da Mata;Carlinda;Mato Grosso;Privado;51
SIVW;Banaer de Jacupiranga;Jacupiranga;São Paulo;Privado;35
SDOS;Banaer;Sete Barras;São Paulo;Privado;35
SNNP;Nilo Peçanha;São Félix do Xingu;Pará;Privado;15
SWNL;Fazenda São Sebastião;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SJYU;Campo Grande;Pacaraima;Roraima;Privado;14
SSZN;Fazenda Carandazal;Cáceres;Mato Grosso;Privado;51
SJSO;Fazenda Divisão II;Lucas do Rio Verde;Mato Grosso;Privado;51
SDWH;Fazenda Avanhandava;José Bonifácio;São Paulo;Privado;35
SNZC;Fazenda Cervinho;Aquidauana;Mato Grosso do Sul;Privado;50
SSFX;Fazenda Primavera;Nova Fátima;Paraná;Privado;41
SNAN;Empresa Agrícola Chiapeta;Chiapetta;Rio Grande do Sul;Privado;43
SJVK;Pian;São Lourenço do Sul;Rio Grande do Sul;Privado;43
SDVZ;Kareli;Parelhas;Rio Grande do Norte;Privado;24
SSVP;Fazenda São Joaquim;Conceição da Barra;Espírito Santo;Privado;32
SNZN;Fazenda Naná Porã;Sete Quedas;Mato Grosso do Sul;Privado;50
SIKQ;Fazenda Sararé;Conquista D'Oeste;Mato Grosso;Privado;51
SIEO;Fazenda Mendonça;São Sebastião do Oeste;Minas Gerais;Privado;31
SIBP;Fazenda Pampa Alegre;Itiquira;Mato Grosso;Privado;51
SWDQ;Fazenda Baia Grande;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SNRK;Fazenda Soledade;Ipameri;Goiás;Privado;52
SDAO;Fazenda Portela;Diamantino;Mato Grosso;Privado;51
SJKC;Pista Aldeia Kikretum;Ourilândia do Norte;Pará;Privado;15
SSPA;Fazenda Marajoara;Cariri do Tocantins;Tocantins;Privado;17
SSYK;Fazenda Mandaçaia;Buri;São Paulo;Privado;35
SNTL;Fazenda Treze Estrelas;Araguaína;Tocantins;Privado;17
SNEJ;J.C. Peralta;Itaituba;Pará;Privado;15
SDWC;Agropastoril Bom Pastor;Rondonópolis;Mato Grosso;Privado;51
SNKU;Canudos;Canudos;Bahia;Privado;29
SWKR;Fazenda Mangue Che II;Itarumã;Goiás;Privado;52
SNFJ;Pousada Thaimaçu;Jacareacanga;Pará;Privado;15
SNWH;Fazenda São Matheus;Querência do Norte;Paraná;Privado;41
SWUB;Belo Horizonte;Araças;Bahia;Privado;29
SWZT;Fazenda do Brejo ;Paraopeba;Minas Gerais;Privado;31
SIYF;Fazenda São José;Serranópolis;Goiás;Privado;52
SSCF;Max Fontoura;Campo Largo;Paraná;Privado;41
SJQZ;Fazenda Peça Rara Agropecuária II;Alta Floresta D'Oeste;Rondônia;Privado;11
SSKP;CEAL;Palotina;Paraná;Privado;41
SDYN;Fazenda Esmeralda;Taciba;São Paulo;Privado;35
SNTP;Agropalma;Tailândia;Pará;Privado;15
SSEB;Mata Serena;São Domingos;Goiás;Privado;52
SDIH;Fazenda Irohy;Biritiba-Mirim;São Paulo;Privado;35
SWUR;Fazenda Ressaca;Cáceres;Mato Grosso;Privado;51
SWIM;Fazenda Três Ranchos;Montes Claros de Goiás;Goiás;Privado;52
SIUC;Fazenda Campo Grande;Januária;Minas Gerais;Privado;31
SDCL;Fazenda Campo Alegre;Cerqueira César;São Paulo;Privado;35
SDHR;Fazenda União;Porto Murtinho;Mato Grosso do Sul;Privado;50
SSBJ;Fazenda Savana;Riachão das Neves;Bahia;Privado;29
SNGQ;Bom Despacho;Bom Despacho;Minas Gerais;Privado;31
SSMI;Fazenda São Miguel;Campo Verde;Mato Grosso;Privado;51
SNDA;Fazenda Vale Formoso;Figueirópolis D'Oeste;Mato Grosso;Privado;51
SSPU;Fazenda São João do Ibiporã;Pontes e Lacerda;Mato Grosso;Privado;51
SSQA;Fazenda Guaporé;Comodoro;Mato Grosso;Privado;51
SIAW;Sítio Gurupi;Ulianópolis;Pará;Privado;15
SWJU;Fazenda Mundo Novo;Dueré;Tocantins;Privado;17
SNQE;Fazenda Serra Grande;Parauapebas;Pará;Privado;15
SDIZ;Fazenda Diamante;Baixa Grande do Ribeiro;Piauí;Privado;22
SIXG;Fazenda Pouso Alegre;Catalão;Goiás;Privado;52
SIFF;Sunset Airfield;São Francisco de Paula;Rio Grande do Sul;Privado;43
SJSJ;Fazenda São Jorge;Eunápolis;Bahia;Privado;29
SSRO;Fazenda Arrojadinho;Jaborandi;Bahia;Privado;29
SJAF;Santo Antônio das Furnas;Santo Antônio do Leverger;Mato Grosso;Privado;51
SIPK;SESC Pantanal;Poconé;Mato Grosso;Privado;51
SJIP;Fazenda Laguna;Eldorado;Mato Grosso do Sul;Privado;50
SDNJ;Nascimento II;Capão Bonito;São Paulo;Privado;35
SIUQ;Fazenda Rancho Alegre;Cocalinho;Mato Grosso;Privado;51
SSMP;Fazenda Três Minas;Itambé;Paraná;Privado;41
SWJI;Fazenda Maringá;Baixa Grande do Ribeiro;Piauí;Privado;22
SJQT;Haras RPC;Nova Lima;Minas Gerais;Privado;31
SIFT;Fazenda Travessão;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SIDZ;Fazenda Santa Fé;Cristópolis;Bahia;Privado;29
SJXB;Fazenda Rancho Bonito;Bonito;Mato Grosso do Sul;Privado;50
SIPF;Feliz;Feliz;Rio Grande do Sul;Privado;43
SSPZ;Fazenda Redenção;Piracicaba;São Paulo;Privado;35
SDBE;Biopalma;Moju;Pará;Privado;15
SDUS;Fazenda Sucuri;Machadinho D'Oeste;Rondônia;Privado;11
SIGX;Fazenda Gairova;Juara;Mato Grosso;Privado;51
SIWA;Fazenda Estrela do Aripuanã;Aripuanã;Mato Grosso;Privado;51
SWQW;Fazenda Bacaeri;Alta Floresta;Mato Grosso;Privado;51
SNEC;Outeiro das Brisas;Porto Seguro;Bahia;Privado;29
SIOQ;Fazenda Mato Alto;Iguatemi;Mato Grosso do Sul;Privado;50
SSIT;Rancho Toca do Lobo;Tangará da Serra;Mato Grosso;Privado;51
SNAF;Fazenda Aparecida;Penápolis;São Paulo;Privado;35
SDVO;Clube Voart;Araguaína;Tocantins;Privado;17
SWZL;Base Aeroverde;Rio Verde;Goiás;Privado;52
SDQJ;Fazenda Santo Antônio da Serra do Boqueirão;Wanderley;Bahia;Privado;29
SIAS;Fazenda Cachoeira Alta;Paranatinga;Mato Grosso;Privado;51
SWBJ;Fazenda Itarema;Canarana;Mato Grosso;Privado;51
SNFF;Feijó;Fortaleza;Ceará;Privado;23
SDLN;Primavera;Querência;Mato Grosso;Privado;51
SNKH;Creputiá;Jacareacanga;Pará;Privado;15
SJIN;Fazenda Lagoa Baia da Saudade;Cocalinho;Mato Grosso;Privado;51
SNBE;Fazenda Bela Vista;Novo Horizonte do Sul;Mato Grosso do Sul;Privado;50
SSFS;Fazenda Sapezal;Sapezal;Mato Grosso;Privado;51
SIFO;Fazenda Santo Antônio Oriçanga;Estiva Gerbi;São Paulo;Privado;35
SSKQ;Fazenda Santa Rosa;Nova Crixás;Goiás;Privado;52
SNVJ;Fazenda Senhora Aparecida;Tangará da Serra;Mato Grosso;Privado;51
SDMQ;Fazenda Quebracho Brasil;Porto Murtinho;Mato Grosso do Sul;Privado;50
SWED;Fazenda Eldorado;Arapoema;Tocantins;Privado;17
SSLR;Ocorema;Ladário;Mato Grosso do Sul;Privado;50
SNEG;Fazenda Netolândia;Tangará da Serra;Mato Grosso;Privado;51
SWOL;Fazenda Roncador;Barra do Garças;Mato Grosso;Privado;51
SSXT;Cristal;Borá;São Paulo;Privado;35
SBTV;Terravista;Porto Seguro;Bahia;Privado;29
SIMS;Fazenda Califórnia;Camapuã;Mato Grosso do Sul;Privado;50
SSZL;Fazenda Córrego Azul;Brasilândia;Mato Grosso do Sul;Privado;50
SDIE;Fazenda Lagoa;Lagoa Grande;Minas Gerais;Privado;31
SWSP;Sopave Norte;Nova Ubiratã;Mato Grosso;Privado;51
SITX;Fazenda Estrela do Sul;Rio Brilhante;Mato Grosso do Sul;Privado;50
SJOP;Fazenda Panflora;Rosário Oeste;Mato Grosso;Privado;51
SIZN;Fazenda Lagoa Nova;Damianópolis;Goiás;Privado;52
SDCZ;Fazenda Bom Jardim;Mangaratiba;Rio de Janeiro;Privado;33
SWFZ;Fazenda Galiléia;Almas;Tocantins;Privado;17
SDXE;Jeremias de Paula Martins;Jaboticabal;São Paulo;Privado;35
SIRQ;Fazenda Ouro Verde;Porto Alegre do Norte;Mato Grosso;Privado;51
SNDJ;Pousada Sucunduri;Borba;Amazonas;Privado;13
SJMK;Pedra Preta;Uiramutã;Roraima;Privado;14
SWNA;Novo Aripuanã;Novo Aripuanã;Amazonas;Privado;13
SSJX;São Bento;Corumbá;Mato Grosso do Sul;Privado;50
SIUW;Comandante Milton Tosto;Bonito;Bahia;Privado;29
SIKI;Cialne Irauçuba;Irauçuba;Ceará;Privado;23
SIIG;Elisa Camargo de Arruda Botelho;Rancharia;São Paulo;Privado;35
SSFJ;Fazenda Retiro da Cachoeira;Campo Grande;Mato Grosso do Sul;Privado;50
SJJI;Fazenda São José  ;Matupá;Mato Grosso;Privado;51
SWMK;Maturacá;Santa Isabel do Rio Negro;Amazonas;Privado;13
SSYU;Fazenda Concórdia;Naviraí;Mato Grosso do Sul;Privado;50
SDSB;Fazenda São Sebastião;Rifaina;São Paulo;Privado;35
SSYE;Fazenda Gabriela;Araputanga;Mato Grosso;Privado;51
SSCH;Fazenda Cachoeirão;Nova Andradina;Mato Grosso do Sul;Privado;50
SSNS;Fazenda Pajuçara;Correntina;Bahia;Privado;29
SWHO;Fazenda Novo Horizonte;Capitão Enéas;Minas Gerais;Privado;31
SSJO;Fazenda Angico;Corumbá;Mato Grosso do Sul;Privado;50
SSGM;Fazenda Seriema;Bela Vista;Mato Grosso do Sul;Privado;50
SNLM;Pousada Pirá-Açu;Apuí;Amazonas;Privado;13
SJLW;Mudubim 1;Uiramutã;Roraima;Privado;14
SWLR;Fazenda Perdizes;Silvânia;Goiás;Privado;52
SWZQ;Fazenda Jussara;Santa Fé de Goiás;Goiás;Privado;52
SWOG;Fazenda Itaipu;São José do Rio Claro;Mato Grosso;Privado;51
SWUJ;São Gotardo;São Gotardo;Minas Gerais;Privado;31
SSXY;Fazenda Rainha da Serra;Uruçuí;Piauí;Privado;22
SIEJ;Monte Verde;Nova Monte Verde;Mato Grosso;Privado;51
SINN;Comandante Nelinho;Araranguá;Santa Catarina;Privado;42
SSZX;Fazenda Ranchinho do Guaporé;Pontes e Lacerda;Mato Grosso;Privado;51
SSJD;Fazenda Bacaba - JEM;Miranorte;Tocantins;Privado;17
SDLX;Fazenda Jacareúna;São Félix do Araguaia;Mato Grosso;Privado;51
SWCO;Fazenda Continental;Cocalinho;Mato Grosso;Privado;51
SWYE;Fazenda São Lourenço;Alegrete;Rio Grande do Sul;Privado;43
SSEA;Sesc Serra Azul;Rosário Oeste;Mato Grosso;Privado;51
SWXP;Fazenda Palmeiras;Corumbá;Mato Grosso do Sul;Privado;50
SIAT;Fazenda Tolosa;Brasnorte;Mato Grosso;Privado;51
SICS;Fazenda Santa Terezinha;Santa Rita do Trivelato;Mato Grosso;Privado;51
SWBN;Fazenda São Gabriel;Balsas;Maranhão;Privado;21
SIUS;Fazenda Santana;Formosa do Rio Preto;Bahia;Privado;29
SJKT;Contão;Pacaraima;Roraima;Privado;14
SWBH;Fazenda São José do Rancho Grande;Aquidauana;Mato Grosso do Sul;Privado;50
SDXZ;Fazenda Agrorosso;São Miguel do Passa Quatro;Goiás;Privado;52
SDHE;Fazenda Herdade;Itapira;São Paulo;Privado;35
SJBX;Severino Lopes;São José de Mipibu;Rio Grande do Norte;Privado;24
SSNZ;Paradiso Agropecuária;Campos Novos Paulista;São Paulo;Privado;35
SIAP;Fazenda Nossa Senhora Aparecida;Nova Ubiratã;Mato Grosso;Privado;51
SJIS;Fazenda Annalu;Deodápolis;Mato Grosso do Sul;Privado;50
SJBK;Iriri;Altamira;Pará;Privado;15
SSNV;Fazenda Novo Horizonte;Corumbá;Mato Grosso do Sul;Privado;50
SSLQ;Fazenda Taiamã;Corumbá;Mato Grosso do Sul;Privado;50
SWPQ;Fazenda Piraguassu;Porto Alegre do Norte;Mato Grosso;Privado;51
SJRI;Condomínio Boa Esperança;Ribeiro Gonçalves;Piauí;Privado;22
SIPU;Guatambu Piauí;Santa Rita de Cássia;Bahia;Privado;29
SIUU;Fazenda Santa Eulália;Poconé;Mato Grosso;Privado;51
SNZO;Fazenda Bebida Velha;Touros;Rio Grande do Norte;Privado;24
SJIJ;Fazenda 2J;Novo São Joaquim;Mato Grosso;Privado;51
SSUK;Fazenda Menina;Itapura;São Paulo;Privado;35
SJZP;Mathovi;Novo Mundo;Mato Grosso;Privado;51
SIEX;Fazenda São Joaquim I;Santa Vitória;Minas Gerais;Privado;31
SIDV;Doutor Saulo Villela;Juiz de Fora;Minas Gerais;Privado;31
SSPO;APLIC Aviação agrícola II;Itaporã;Mato Grosso do Sul;Privado;50
SSXP;Fazenda Sete Barras;Ribeirão Cascalheira;Mato Grosso;Privado;51
SNDZ;NX GOLD;Nova Xavantina;Mato Grosso;Privado;51
SSHC;Fazenda Alvemi;Paranaíba;Mato Grosso do Sul;Privado;50
SSEK;Fazenda Lontra;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
